instance_id,repo,analysis_time,ast_ged,dfg_ged,pdg_ged,cfg_ged,cpg_ged,callgraph_ged,loc_added,loc_deleted,token_distance,cyclomatic_delta,halstead_delta,scope_changes,type_changes,exception_changes
django__django-16255,django/django,0.0001857280731201172,0,0.0,0.0,0.0,0.0,0.0,1,1,-1,-1,0,0,0,-1
django__django-16256,django/django,0.0009169578552246094,0,0.5,1.0,0.5,1.5,0.5,17,0,-1,-1,0,0,0,-1
django__django-16263,django/django,0.009124755859375,0,0.0,0.0,0.0,0.0,0.0,9,0,-1,-1,0,0,0,-1
django__django-16315,django/django,0.0004432201385498047,0,0.0,0.0,0.0,0.0,0.0,4,5,-1,-1,0,0,0,-1
django__django-16333,django/django,0.0002510547637939453,0,0.0,0.0,0.0,0.0,0.0,2,0,13,-1,0,0,0,-1
django__django-16429,django/django,0.00018596649169921875,0,0.0,0.0,0.0,0.0,0.0,1,0,-1,-1,0,0,0,-1
django__django-16454,django/django,0.0005159378051757812,0,0.5,1.0,0.5,1.5,0.5,10,0,-1,-1,0,0,0,-1
django__django-16485,django/django,0.0002551078796386719,0,0.0,0.0,0.0,0.0,0.0,1,1,1,-1,0,0,0,-1
django__django-16493,django/django,0.00021886825561523438,0,0.0,0.0,0.0,0.0,0.0,3,2,-1,-1,0,0,0,-1
django__django-16502,django/django,0.0014319419860839844,0,0.5,1.0,0.5,1.5,0.5,26,1,95,-1,0,0,0,-1
django__django-16527,django/django,0.00019979476928710938,0,0.0,0.0,0.0,0.0,0.0,1,1,-1,-1,0,0,0,-1
django__django-16560,django/django,0.00878286361694336,0,0.0,0.0,0.0,0.0,0.0,19,4,-1,-1,0,0,0,-1
django__django-16569,django/django,0.00023818016052246094,0,0.0,0.0,0.0,0.0,0.0,3,1,-1,-1,0,0,0,-1
django__django-16595,django/django,0.00020599365234375,0,0.0,0.0,0.0,0.0,0.0,3,3,-1,-1,0,0,0,-1
django__django-16612,django/django,0.00019598007202148438,0,0.0,0.0,0.0,0.0,0.0,3,1,-1,-1,0,0,0,-1
django__django-16631,django/django,0.0008869171142578125,0,0.0,0.0,0.0,0.0,0.0,19,5,-1,-1,0,0,0,-1
django__django-16642,django/django,0.00027179718017578125,0,0.0,0.0,0.0,0.0,0.0,2,0,8,-1,0,0,0,-1
django__django-16661,django/django,0.000209808349609375,0,0.0,0.0,0.0,0.0,0.0,6,4,-1,-1,0,0,0,-1
django__django-16662,django/django,0.00039577484130859375,0,0.5,1.0,0.5,1.5,0.5,4,1,17,-1,0,0,0,-1
django__django-16667,django/django,0.0002276897430419922,0,0.0,0.0,0.0,0.0,0.0,2,0,-1,-1,0,0,0,-1
django__django-16801,django/django,0.00023317337036132812,0,0.5,1.0,0.5,1.5,0.5,4,5,-1,-1,0,0,0,-1
django__django-16819,django/django,0.0003592967987060547,0,0.0,0.0,0.0,0.0,0.0,5,0,42,-1,0,0,0,-1
django__django-16877,django/django,0.000286102294921875,0,0.0,0.0,0.0,0.0,0.0,10,0,27,-1,0,0,0,-1
django__django-16899,django/django,0.00028514862060546875,0,0.0,0.0,0.0,0.0,0.0,3,2,9,-1,0,0,0,-1
django__django-16901,django/django,0.0011937618255615234,0,0.5,1.0,0.5,1.5,0.5,6,1,33,-1,0,0,0,-1
django__django-16938,django/django,0.00038886070251464844,0,0.0,0.0,0.0,0.0,0.0,3,1,-1,-1,0,0,0,-1
django__django-16950,django/django,0.00020313262939453125,0,0.0,0.0,0.0,0.0,0.0,7,1,-1,-1,0,0,0,-1
django__django-17029,django/django,0.00025010108947753906,0,0.0,0.0,0.0,0.0,0.0,1,0,1,-1,0,0,0,-1
django__django-17084,django/django,0.00024199485778808594,0,0.0,0.0,0.0,0.0,0.0,6,0,-1,-1,0,0,0,-1
django__django-17087,django/django,0.00031113624572753906,0,0.0,0.0,0.0,0.0,0.0,1,1,1,-1,0,0,0,-1
django__django-7530,django/django,0.0002040863037109375,0,0.0,0.0,0.0,0.0,0.0,1,1,-1,-1,0,0,0,-1
django__django-9296,django/django,0.0001919269561767578,0,0.0,0.0,0.0,0.0,0.0,4,0,-1,-1,0,0,0,-1
matplotlib__matplotlib-13989,matplotlib/matplotlib,0.0002613067626953125,0,0.0,0.0,0.0,0.0,0.0,1,1,5,-1,0,0,0,-1
matplotlib__matplotlib-14623,matplotlib/matplotlib,0.0005950927734375,0,0.0,0.0,0.0,0.0,0.0,6,0,-1,-1,0,0,0,-1
matplotlib__matplotlib-20488,matplotlib/matplotlib,0.0003561973571777344,0,0.0,0.0,0.0,0.0,0.0,3,3,14,-1,0,0,0,-1
matplotlib__matplotlib-20676,matplotlib/matplotlib,0.0001957416534423828,0,0.0,0.0,0.0,0.0,0.0,6,1,-1,-1,0,0,0,-1
matplotlib__matplotlib-20826,matplotlib/matplotlib,0.0003688335418701172,0,0.0,0.0,0.0,0.0,0.0,7,2,48,-1,0,0,0,-1
matplotlib__matplotlib-20859,matplotlib/matplotlib,0.00034689903259277344,0,0.0,0.0,0.0,0.0,0.0,5,3,7,-1,0,0,0,-1
matplotlib__matplotlib-21568,matplotlib/matplotlib,0.0003788471221923828,0,0.0,0.0,0.0,0.0,0.0,5,2,24,-1,0,0,0,-1
matplotlib__matplotlib-22719,matplotlib/matplotlib,0.00022220611572265625,0,0.0,0.0,0.0,0.0,0.0,2,2,-1,-1,0,0,0,-1
matplotlib__matplotlib-22865,matplotlib/matplotlib,0.00019979476928710938,0,0.0,0.0,0.0,0.0,0.0,6,2,-1,-1,0,0,0,-1
matplotlib__matplotlib-22871,matplotlib/matplotlib,0.00039696693420410156,0,0.0,0.0,0.0,0.0,0.0,4,2,16,-1,0,0,0,-1
matplotlib__matplotlib-23299,matplotlib/matplotlib,0.0002429485321044922,0,0.0,0.0,0.0,0.0,0.0,4,1,9,-1,0,0,0,-1
matplotlib__matplotlib-23314,matplotlib/matplotlib,0.00023603439331054688,0,0.0,0.0,0.0,0.0,0.0,2,0,9,-1,0,0,0,-1
matplotlib__matplotlib-23412,matplotlib/matplotlib,0.0003769397735595703,0,0.0,0.0,0.0,0.0,0.0,2,3,5,-1,0,0,0,-1
matplotlib__matplotlib-23476,matplotlib/matplotlib,0.00023698806762695312,0,0.0,0.0,0.0,0.0,0.0,3,0,16,-1,0,0,0,-1
matplotlib__matplotlib-24026,matplotlib/matplotlib,0.0009968280792236328,0,0.5,1.0,0.5,1.5,0.5,8,5,21,-1,0,0,0,-1
matplotlib__matplotlib-24149,matplotlib/matplotlib,0.00020503997802734375,0,0.0,0.0,0.0,0.0,0.0,8,0,-1,-1,0,0,0,-1
matplotlib__matplotlib-24177,matplotlib/matplotlib,0.0002570152282714844,0,0.0,0.0,0.0,0.0,0.0,1,1,3,-1,0,0,0,-1
matplotlib__matplotlib-24570,matplotlib/matplotlib,0.00020885467529296875,0,0.0,0.0,0.0,0.0,0.0,2,2,-1,-1,0,0,0,-1
matplotlib__matplotlib-24627,matplotlib/matplotlib,0.00039696693420410156,0,0.0,0.0,0.0,0.0,0.0,3,1,20,-1,0,0,0,-1
matplotlib__matplotlib-24637,matplotlib/matplotlib,0.00019407272338867188,0,0.0,0.0,0.0,0.0,0.0,2,0,-1,-1,0,0,0,-1
matplotlib__matplotlib-24870,matplotlib/matplotlib,0.0010800361633300781,0,0.0,0.0,0.0,0.0,0.0,16,12,-1,-1,0,0,0,-1
matplotlib__matplotlib-24970,matplotlib/matplotlib,0.0008692741394042969,0,0.0,0.0,0.0,0.0,0.0,11,10,20,-1,0,0,0,-1
matplotlib__matplotlib-25122,matplotlib/matplotlib,0.0002391338348388672,0,0.0,0.0,0.0,0.0,0.0,4,4,-1,-1,0,0,0,-1
matplotlib__matplotlib-25287,matplotlib/matplotlib,0.0018329620361328125,0,0.0,0.0,0.0,0.0,0.0,13,2,70,-1,0,0,0,-1
matplotlib__matplotlib-25311,matplotlib/matplotlib,0.0002129077911376953,0,0.0,0.0,0.0,0.0,0.0,3,1,-1,-1,0,0,0,-1
matplotlib__matplotlib-25332,matplotlib/matplotlib,0.0008592605590820312,0,0.0,0.0,0.0,0.0,0.0,13,0,98,-1,0,0,0,-1
matplotlib__matplotlib-25479,matplotlib/matplotlib,0.00037288665771484375,0,0.0,0.0,0.0,0.0,0.0,5,0,-1,-1,0,0,0,-1
matplotlib__matplotlib-25775,matplotlib/matplotlib,0.001093149185180664,0,0.0,0.0,0.0,0.0,0.0,1,1,5,-1,0,0,0,-1
matplotlib__matplotlib-25960,matplotlib/matplotlib,0.0026662349700927734,0,0.0,0.0,0.0,0.0,0.0,15,3,126,-1,0,0,0,-1
matplotlib__matplotlib-26113,matplotlib/matplotlib,0.0003762245178222656,0,0.0,0.0,0.0,0.0,0.0,1,1,1,-1,0,0,0,-1
matplotlib__matplotlib-26208,matplotlib/matplotlib,0.00020003318786621094,0,0.0,0.0,0.0,0.0,0.0,2,0,-1,-1,0,0,0,-1
matplotlib__matplotlib-26291,matplotlib/matplotlib,0.00018787384033203125,0,0.0,0.0,0.0,0.0,0.0,2,0,-1,-1,0,0,0,-1
matplotlib__matplotlib-26342,matplotlib/matplotlib,0.00019288063049316406,0,0.0,0.0,0.0,0.0,0.0,2,5,-1,-1,0,0,0,-1
matplotlib__matplotlib-26466,matplotlib/matplotlib,0.00021600723266601562,0,0.0,0.0,0.0,0.0,0.0,6,14,-1,-1,0,0,0,-1
mwaskom__seaborn-3069,mwaskom/seaborn,0.0007328987121582031,0,0.0,0.0,0.0,0.0,0.0,13,2,-1,-1,0,0,0,-1
mwaskom__seaborn-3187,mwaskom/seaborn,0.0007653236389160156,0,0.0,0.0,0.0,0.0,0.0,8,0,44,-1,0,0,0,-1
pallets__flask-5014,pallets/flask,0.00018405914306640625,0,0.0,0.0,0.0,0.0,0.0,3,0,-1,-1,0,0,0,-1
psf__requests-1142,psf/requests,0.000209808349609375,0,0.0,0.0,0.0,0.0,0.0,2,1,-1,-1,0,0,0,-1
psf__requests-1724,psf/requests,0.0007979869842529297,0,0.0,0.0,0.0,0.0,0.0,4,1,5,-1,0,0,0,-1
psf__requests-1766,psf/requests,0.00047206878662109375,0,0.0,0.0,0.0,0.0,0.0,2,2,1,-1,0,0,0,-1
psf__requests-1921,psf/requests,0.00018787384033203125,0,0.0,0.0,0.0,0.0,0.0,2,0,-1,-1,0,0,0,-1
psf__requests-2317,psf/requests,0.0004928112030029297,0,0.0,0.0,0.0,0.0,0.0,2,2,-1,-1,0,0,0,-1
psf__requests-2931,psf/requests,0.0002620220184326172,0,0.0,0.0,0.0,0.0,0.0,4,1,8,-1,0,0,0,-1
psf__requests-5414,psf/requests,0.0001857280731201172,0,0.0,0.0,0.0,0.0,0.0,1,1,-1,-1,0,0,0,-1
psf__requests-6028,psf/requests,0.00027179718017578125,0,0.0,0.0,0.0,0.0,0.0,4,0,15,-1,0,0,0,-1
pydata__xarray-2905,pydata/xarray,0.00018787384033203125,0,0.0,0.0,0.0,0.0,0.0,2,1,-1,-1,0,0,0,-1
pydata__xarray-3095,pydata/xarray,0.00929117202758789,0,0.5,1.0,0.5,1.5,0.5,31,9,106,-1,0,0,0,-1
pydata__xarray-3151,pydata/xarray,0.00021409988403320312,0,0.0,0.0,0.0,0.0,0.0,7,8,-1,-1,0,0,0,-1
pydata__xarray-3305,pydata/xarray,0.00046896934509277344,0,0.0,0.0,0.0,0.0,0.0,4,1,-1,-1,0,0,0,-1
pydata__xarray-3677,pydata/xarray,0.000186920166015625,0,0.0,0.0,0.0,0.0,0.0,1,0,-1,-1,0,0,0,-1
pydata__xarray-3993,pydata/xarray,0.00041985511779785156,0,0.0,0.0,0.0,0.0,0.0,28,7,-1,-1,0,0,0,-1
pydata__xarray-4075,pydata/xarray,0.0003669261932373047,0,0.0,0.0,0.0,0.0,0.0,8,1,36,-1,0,0,0,-1
pydata__xarray-4094,pydata/xarray,0.00030493736267089844,0,0.0,0.0,0.0,0.0,0.0,1,1,4,-1,0,0,0,-1
pydata__xarray-4356,pydata/xarray,0.0005648136138916016,0,0.0,0.0,0.0,0.0,0.0,1,5,23,-1,0,0,0,-1
pydata__xarray-4629,pydata/xarray,0.00032901763916015625,0,0.0,0.0,0.0,0.0,0.0,1,1,3,-1,0,0,0,-1
pydata__xarray-4687,pydata/xarray,0.000476837158203125,0,0.0,0.0,0.0,0.0,0.0,12,1,38,-1,0,0,0,-1
pydata__xarray-4695,pydata/xarray,0.00019097328186035156,0,0.0,0.0,0.0,0.0,0.0,1,1,-1,-1,0,0,0,-1
pydata__xarray-4966,pydata/xarray,0.00021076202392578125,0,0.0,0.0,0.0,0.0,0.0,8,0,-1,-1,0,0,0,-1
pydata__xarray-6461,pydata/xarray,0.0003707408905029297,0,0.0,0.0,0.0,0.0,0.0,1,2,3,-1,0,0,0,-1
pydata__xarray-6599,pydata/xarray,0.0004668235778808594,0,0.0,0.0,0.0,0.0,0.0,5,1,18,-1,0,0,0,-1
pydata__xarray-6721,pydata/xarray,0.0002779960632324219,0,0.0,0.0,0.0,0.0,0.0,1,1,1,-1,0,0,0,-1
pydata__xarray-6744,pydata/xarray,0.00020599365234375,0,0.0,0.0,0.0,0.0,0.0,11,6,-1,-1,0,0,0,-1
pydata__xarray-6938,pydata/xarray,0.0041201114654541016,0,0.0,0.0,0.0,0.0,0.0,1,0,3,-1,0,0,0,-1
pydata__xarray-6992,pydata/xarray,0.0005421638488769531,0,0.0,0.0,0.0,0.0,0.0,81,37,-1,-1,0,0,0,-1
pydata__xarray-7229,pydata/xarray,0.0008952617645263672,0,0.0,0.0,0.0,0.0,0.0,24,5,128,-1,0,0,0,-1
pydata__xarray-7233,pydata/xarray,0.00018596649169921875,0,0.0,0.0,0.0,0.0,0.0,4,1,-1,-1,0,0,0,-1
pydata__xarray-7393,pydata/xarray,0.00018405914306640625,0,0.0,0.0,0.0,0.0,0.0,5,1,-1,-1,0,0,0,-1
pylint-dev__pylint-4551,pylint-dev/pylint,0.0041561126708984375,0,0.0,0.0,0.0,0.0,0.0,1,1,10,-1,0,0,0,-1
pylint-dev__pylint-4604,pylint-dev/pylint,0.023844003677368164,0,0.0,0.0,0.0,0.0,0.0,4,0,-1,-1,0,0,0,-1
pylint-dev__pylint-4661,pylint-dev/pylint,0.0022139549255371094,0,0.5,1.0,0.5,1.5,0.5,11,1,42,-1,0,0,0,-1
pylint-dev__pylint-4970,pylint-dev/pylint,0.0003390312194824219,0,0.0,0.0,0.0,0.0,0.0,2,0,8,-1,0,0,0,-1
pylint-dev__pylint-6386,pylint-dev/pylint,0.0008039474487304688,0,0.0,0.0,0.0,0.0,0.0,8,0,-1,-1,0,0,0,-1
pylint-dev__pylint-6528,pylint-dev/pylint,0.0009799003601074219,0,0.0,0.0,0.0,0.0,0.0,16,4,34,-1,0,0,0,-1
pylint-dev__pylint-6903,pylint-dev/pylint,0.00020623207092285156,0,0.0,0.0,0.0,0.0,0.0,7,0,-1,-1,0,0,0,-1
pylint-dev__pylint-7080,pylint-dev/pylint,0.0002410411834716797,0,0.0,0.0,0.0,0.0,0.0,1,0,3,-1,0,0,0,-1
pylint-dev__pylint-7277,pylint-dev/pylint,0.0002040863037109375,0,0.0,0.0,0.0,0.0,0.0,3,2,-1,-1,0,0,0,-1
pylint-dev__pylint-8898,pylint-dev/pylint,0.017632007598876953,3,1.0,1.0,0.0,1.0,0.0,1,1,3,0,0.0,0,0,0
pytest-dev__pytest-10051,pytest-dev/pytest,0.0002617835998535156,0,0.0,0.0,0.0,0.0,0.0,5,2,-1,-1,0,0,0,-1
pytest-dev__pytest-10081,pytest-dev/pytest,0.0004131793975830078,0,0.5,1.0,0.5,1.5,0.5,4,1,29,-1,0,0,0,-1
pytest-dev__pytest-10356,pytest-dev/pytest,0.0009050369262695312,0,0.0,0.0,0.0,0.0,0.0,30,7,91,-1,0,0,0,-1
pytest-dev__pytest-5262,pytest-dev/pytest,0.00019097328186035156,0,0.0,0.0,0.0,0.0,0.0,4,0,-1,-1,0,0,0,-1
pytest-dev__pytest-5631,pytest-dev/pytest,0.0008318424224853516,0,0.0,0.0,0.0,0.0,0.0,12,7,41,-1,0,0,0,-1
pytest-dev__pytest-5787,pytest-dev/pytest,0.014797687530517578,0,0.5,1.0,0.5,1.5,0.5,143,89,506,-1,0,0,0,-1
pytest-dev__pytest-5809,pytest-dev/pytest,0.0002090930938720703,0,0.0,0.0,0.0,0.0,0.0,1,5,-1,-1,0,0,0,-1
pytest-dev__pytest-5840,pytest-dev/pytest,0.02308797836303711,0,0.5,1.0,0.5,1.5,0.5,8,9,40,-1,0,0,0,-1
pytest-dev__pytest-6197,pytest-dev/pytest,0.0008928775787353516,0,0.0,0.0,0.0,0.0,0.0,6,18,45,-1,0,0,0,-1
pytest-dev__pytest-6202,pytest-dev/pytest,0.00020003318786621094,0,0.0,0.0,0.0,0.0,0.0,1,2,-1,-1,0,0,0,-1
pytest-dev__pytest-7205,pytest-dev/pytest,0.0003809928894042969,0,0.5,1.0,0.5,1.5,0.5,2,1,-1,-1,0,0,0,-1
pytest-dev__pytest-7236,pytest-dev/pytest,0.0002372264862060547,0,0.0,0.0,0.0,0.0,0.0,8,3,-1,-1,0,0,0,-1
pytest-dev__pytest-7324,pytest-dev/pytest,0.0011267662048339844,0,0.0,0.0,0.0,0.0,0.0,8,2,12,-1,0,0,0,-1
pytest-dev__pytest-7432,pytest-dev/pytest,0.00018978118896484375,0,0.0,0.0,0.0,0.0,0.0,2,1,-1,-1,0,0,0,-1
pytest-dev__pytest-7490,pytest-dev/pytest,0.0034351348876953125,0,0.5,1.0,0.5,1.5,0.5,11,10,69,-1,0,0,0,-1
pytest-dev__pytest-7521,pytest-dev/pytest,0.0001957416534423828,0,0.0,0.0,0.0,0.0,0.0,1,0,-1,-1,0,0,0,-1
pytest-dev__pytest-7571,pytest-dev/pytest,0.0002048015594482422,0,0.0,0.0,0.0,0.0,0.0,4,0,-1,-1,0,0,0,-1
pytest-dev__pytest-7982,pytest-dev/pytest,0.0003788471221923828,0,0.0,0.0,0.0,0.0,0.0,1,1,3,-1,0,0,0,-1
pytest-dev__pytest-8399,pytest-dev/pytest,0.0004019737243652344,0,0.0,0.0,0.0,0.0,0.0,4,4,-1,-1,0,0,0,-1
scikit-learn__scikit-learn-10297,scikit-learn/scikit-learn,0.0031349658966064453,0,0.0,0.0,0.0,0.0,0.0,20,14,61,-1,0,0,0,-1
scikit-learn__scikit-learn-10844,scikit-learn/scikit-learn,0.0011551380157470703,0,0.0,0.0,0.0,0.0,0.0,3,2,16,-1,0,0,0,-1
scikit-learn__scikit-learn-10908,scikit-learn/scikit-learn,0.0002601146697998047,0,0.0,0.0,0.0,0.0,0.0,3,0,5,-1,0,0,0,-1
scikit-learn__scikit-learn-11310,scikit-learn/scikit-learn,0.000492095947265625,0,0.5,1.0,0.5,1.5,0.5,14,0,-1,-1,0,0,0,-1
scikit-learn__scikit-learn-11578,scikit-learn/scikit-learn,0.0001971721649169922,0,0.0,0.0,0.0,0.0,0.0,1,1,-1,-1,0,0,0,-1
scikit-learn__scikit-learn-12585,scikit-learn/scikit-learn,0.00042700767517089844,0,0.0,0.0,0.0,0.0,0.0,1,1,7,-1,0,0,0,-1
scikit-learn__scikit-learn-12682,scikit-learn/scikit-learn,0.046808719635009766,26,0.0,0.0,0.0,0.0,0.0,3,3,9,0,-0.2727272727272716,0,0,0
scikit-learn__scikit-learn-12973,scikit-learn/scikit-learn,0.0002448558807373047,0,0.0,0.0,0.0,0.0,0.0,7,3,-1,-1,0,0,0,-1
scikit-learn__scikit-learn-13124,scikit-learn/scikit-learn,0.00021314620971679688,0,0.0,0.0,0.0,0.0,0.0,2,3,-1,-1,0,0,0,-1
scikit-learn__scikit-learn-13135,scikit-learn/scikit-learn,0.0005979537963867188,0,0.0,0.0,0.0,0.0,0.0,2,0,5,-1,0,0,0,-1
scikit-learn__scikit-learn-13142,scikit-learn/scikit-learn,0.00021076202392578125,0,0.0,0.0,0.0,0.0,0.0,5,5,-1,-1,0,0,0,-1
scikit-learn__scikit-learn-13328,scikit-learn/scikit-learn,0.0002429485321044922,0,0.0,0.0,0.0,0.0,0.0,2,1,3,-1,0,0,0,-1
scikit-learn__scikit-learn-13439,scikit-learn/scikit-learn,0.00021004676818847656,0,0.0,0.0,0.0,0.0,0.0,6,0,-1,-1,0,0,0,-1
scikit-learn__scikit-learn-13496,scikit-learn/scikit-learn,0.00023698806762695312,0,0.0,0.0,0.0,0.0,0.0,9,1,-1,-1,0,0,0,-1
scikit-learn__scikit-learn-13779,scikit-learn/scikit-learn,0.00029397010803222656,0,0.0,0.0,0.0,0.0,0.0,2,0,6,-1,0,0,0,-1
scikit-learn__scikit-learn-14053,scikit-learn/scikit-learn,0.00019598007202148438,0,0.0,0.0,0.0,0.0,0.0,2,1,-1,-1,0,0,0,-1
scikit-learn__scikit-learn-14087,scikit-learn/scikit-learn,0.0002460479736328125,0,0.0,0.0,0.0,0.0,0.0,6,3,-1,-1,0,0,0,-1
scikit-learn__scikit-learn-14141,scikit-learn/scikit-learn,0.0001881122589111328,0,0.0,0.0,0.0,0.0,0.0,1,0,-1,-1,0,0,0,-1
scikit-learn__scikit-learn-14496,scikit-learn/scikit-learn,0.005461931228637695,0,0.0,0.0,0.0,0.0,0.0,9,13,68,-1,0,0,0,-1
scikit-learn__scikit-learn-14629,scikit-learn/scikit-learn,0.0005640983581542969,0,0.0,0.0,0.0,0.0,0.0,23,1,83,-1,0,0,0,-1
scikit-learn__scikit-learn-14710,scikit-learn/scikit-learn,0.0002529621124267578,0,0.0,0.0,0.0,0.0,0.0,4,0,10,-1,0,0,0,-1
scikit-learn__scikit-learn-14894,scikit-learn/scikit-learn,0.0002276897430419922,0,0.0,0.0,0.0,0.0,0.0,8,5,-1,-1,0,0,0,-1
scikit-learn__scikit-learn-14983,scikit-learn/scikit-learn,0.00019407272338867188,0,0.0,0.0,0.0,0.0,0.0,5,0,-1,-1,0,0,0,-1
scikit-learn__scikit-learn-15100,scikit-learn/scikit-learn,0.00019288063049316406,0,0.0,0.0,0.0,0.0,0.0,6,3,-1,-1,0,0,0,-1
scikit-learn__scikit-learn-25102,scikit-learn/scikit-learn,0.0010879039764404297,0,0.0,0.0,0.0,0.0,0.0,11,3,-1,-1,0,0,0,-1
scikit-learn__scikit-learn-25232,scikit-learn/scikit-learn,0.000225067138671875,0,0.0,0.0,0.0,0.0,0.0,13,0,-1,-1,0,0,0,-1
scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,0.00018525123596191406,0,0.0,0.0,0.0,0.0,0.0,1,3,-1,-1,0,0,0,-1
scikit-learn__scikit-learn-25931,scikit-learn/scikit-learn,0.0002040863037109375,0,0.0,0.0,0.0,0.0,0.0,16,8,-1,-1,0,0,0,-1
scikit-learn__scikit-learn-25973,scikit-learn/scikit-learn,0.000782012939453125,0,0.0,0.0,0.0,0.0,0.0,7,5,-1,-1,0,0,0,-1
scikit-learn__scikit-learn-26194,scikit-learn/scikit-learn,0.00022292137145996094,0,0.0,0.0,0.0,0.0,0.0,9,4,-1,-1,0,0,0,-1
scikit-learn__scikit-learn-26323,scikit-learn/scikit-learn,0.0001919269561767578,0,0.0,0.0,0.0,0.0,0.0,4,0,-1,-1,0,0,0,-1
scikit-learn__scikit-learn-9288,scikit-learn/scikit-learn,0.0010058879852294922,0,0.0,0.0,0.0,0.0,0.0,4,3,11,-1,0,0,0,-1
sphinx-doc__sphinx-10323,sphinx-doc/sphinx,0.00019502639770507812,0,0.0,0.0,0.0,0.0,0.0,2,2,-1,-1,0,0,0,-1
sphinx-doc__sphinx-10435,sphinx-doc/sphinx,0.00020885467529296875,0,0.0,0.0,0.0,0.0,0.0,3,3,-1,-1,0,0,0,-1
sphinx-doc__sphinx-10449,sphinx-doc/sphinx,0.0006530284881591797,0,0.0,0.0,0.0,0.0,0.0,10,2,23,-1,0,0,0,-1
sphinx-doc__sphinx-10466,sphinx-doc/sphinx,0.0005590915679931641,0,0.0,0.0,0.0,0.0,0.0,2,1,6,-1,0,0,0,-1
sphinx-doc__sphinx-10614,sphinx-doc/sphinx,0.0011911392211914062,0,0.0,0.0,0.0,0.0,0.0,7,4,30,-1,0,0,0,-1
sphinx-doc__sphinx-10673,sphinx-doc/sphinx,0.002279996871948242,0,0.0,0.0,0.0,0.0,0.0,6,2,-1,-1,0,0,0,-1
sphinx-doc__sphinx-11445,sphinx-doc/sphinx,0.003116130828857422,0,0.5,1.0,0.5,1.5,0.5,5,9,40,-1,0,0,0,-1
sphinx-doc__sphinx-11510,sphinx-doc/sphinx,0.0017020702362060547,0,0.5,1.0,0.5,1.5,0.5,36,0,219,-1,0,0,0,-1
sphinx-doc__sphinx-7440,sphinx-doc/sphinx,0.000202178955078125,0,0.0,0.0,0.0,0.0,0.0,2,2,-1,-1,0,0,0,-1
sphinx-doc__sphinx-7454,sphinx-doc/sphinx,0.002245187759399414,0,0.5,1.0,0.5,1.5,0.5,6,1,14,-1,0,0,0,-1
sphinx-doc__sphinx-7462,sphinx-doc/sphinx,0.0008652210235595703,0,0.0,0.0,0.0,0.0,0.0,10,5,-1,-1,0,0,0,-1
sphinx-doc__sphinx-7590,sphinx-doc/sphinx,0.0067670345306396484,0,0.0,0.0,0.0,0.0,0.0,8,5,-1,-1,0,0,0,-1
sphinx-doc__sphinx-7748,sphinx-doc/sphinx,0.0039539337158203125,0,0.0,0.0,0.0,0.0,0.0,63,27,141,-1,0,0,0,-1
sphinx-doc__sphinx-7757,sphinx-doc/sphinx,0.0006439685821533203,0,0.0,0.0,0.0,0.0,0.0,20,5,56,-1,0,0,0,-1
sphinx-doc__sphinx-7889,sphinx-doc/sphinx,0.0005660057067871094,0,0.0,0.0,0.0,0.0,0.0,2,2,4,-1,0,0,0,-1
sphinx-doc__sphinx-7910,sphinx-doc/sphinx,0.00047588348388671875,0,0.5,1.0,0.5,1.5,0.5,2,1,-1,-1,0,0,0,-1
sphinx-doc__sphinx-7985,sphinx-doc/sphinx,0.0010120868682861328,0,0.5,1.0,0.5,1.5,0.5,15,2,39,-1,0,0,0,-1
sphinx-doc__sphinx-8035,sphinx-doc/sphinx,0.001127004623413086,0,0.5,1.0,0.5,1.5,0.5,37,9,-1,-1,0,0,0,-1
sphinx-doc__sphinx-8056,sphinx-doc/sphinx,0.0002269744873046875,0,0.0,0.0,0.0,0.0,0.0,9,4,-1,-1,0,0,0,-1
sphinx-doc__sphinx-8120,sphinx-doc/sphinx,0.0011560916900634766,0,0.0,0.0,0.0,0.0,0.0,5,2,-1,-1,0,0,0,-1
sphinx-doc__sphinx-8265,sphinx-doc/sphinx,0.00021505355834960938,0,0.0,0.0,0.0,0.0,0.0,16,2,-1,-1,0,0,0,-1
sphinx-doc__sphinx-8269,sphinx-doc/sphinx,0.0003371238708496094,0,0.0,0.0,0.0,0.0,0.0,1,0,5,-1,0,0,0,-1
sphinx-doc__sphinx-8459,sphinx-doc/sphinx,0.0006010532379150391,0,0.0,0.0,0.0,0.0,0.0,1,1,8,-1,0,0,0,-1
sphinx-doc__sphinx-8475,sphinx-doc/sphinx,0.0004818439483642578,0,0.0,0.0,0.0,0.0,0.0,2,2,-1,-1,0,0,0,-1
sphinx-doc__sphinx-8548,sphinx-doc/sphinx,0.0036537647247314453,0,0.0,0.0,0.0,0.0,0.0,1,1,-1,-1,0,0,0,-1
sphinx-doc__sphinx-8551,sphinx-doc/sphinx,0.0008089542388916016,0,0.0,0.0,0.0,0.0,0.0,2,0,26,-1,0,0,0,-1
sphinx-doc__sphinx-8593,sphinx-doc/sphinx,0.0015697479248046875,0,0.0,0.0,0.0,0.0,0.0,39,15,-1,-1,0,0,0,-1
sphinx-doc__sphinx-8595,sphinx-doc/sphinx,0.00034308433532714844,0,0.0,0.0,0.0,0.0,0.0,1,1,3,-1,0,0,0,-1
